index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
158701,74154,0.75028,Alma 21:6,Book of Mormon,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,"to no man, as thou knowest, for thou knowest all",knowest thou that we have cause to repent? How knowest,
158705,12256,0.70226,Deuteronomy 28:53,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,many of thy Sons and Daughters of the seed of,"the flesh of thy sons and of thy daughters, which",
158705,19372,0.72618,2 Samuel 19:5,Old Testament,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,many of thy Sons and Daughters of the seed of,"the lives of thy sons and of thy daughters, and",
158705,84775,0.70753,Ether 6:20,Book of Mormon,11030,5154.0,76,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/bf34559f-f399-40c2-8646-4920d59dbcc7,1,many of thy Sons and Daughters of the seed of,of the sons and the daughters of the brother of,
158900,67761,0.7561,2 Nephi 33:1,Book of Mormon,11036,5154.0,53,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d1b90f14-8f96-4a69-8585-b8f5d93f2856,1,power of the Holy Ghost and the Revelation of Jesus,the power of the Holy Ghost the power of the,1880-10-27
158900,85828,0.71743,Moroni 6:9,Book of Mormon,11036,5154.0,53,https://wilfordwoodruffpapers.org/documents/427b58ae-a851-466b-b24b-b08f6835a7c2/page/d1b90f14-8f96-4a69-8585-b8f5d93f2856,1,power of the Holy Ghost and the Revelation of Jesus,power of the Holy Ghost; for as the power of,1880-10-27
159284,51651,0.72009,Mark 10:47,New Testament,11047,5154.0,79,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/e447c8ae-1955-4cb1-ac14-d9ebdde15b57,1,4 of Jesus of Nazareth when he gave up the,"And when he heard that it was Jesus of Nazareth,",
159309,32230,0.78129,Psalms 69:5,Old Testament,11047,5154.0,79,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/e447c8ae-1955-4cb1-ac14-d9ebdde15b57,1,are not hid from thee Thou knowest the hearts and,"O God, thou knowest my foolishness; and my sins are not hid from thee.",
159542,16589,0.73299,1 Samuel 9:23,Old Testament,11054,5154.0,80,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/f523656d-6787-4c1f-8306-1909ceec8176,1,5 unto thee and ask thee in the name of,"I gave thee, of which I said unto thee, Set it by thee.",
159542,41089,0.77571,Jeremiah 38:25,Old Testament,11054,5154.0,80,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/f523656d-6787-4c1f-8306-1909ceec8176,1,5 unto thee and ask thee in the name of,"thee, and they come unto thee, and say unto thee,",
159569,90478,0.71641,Doctrine and Covenants 76:119,Doctrine and Covenants,11054,5154.0,80,https://wilfordwoodruffpapers.org/documents/155bc7b5-097e-48ce-98c0-e701ca1d2cee/page/f523656d-6787-4c1f-8306-1909ceec8176,1,all the honor power and Glory unto God and the Lamb both Now and forever Amen,"And to God and the Lamb be glory, and honor, and dominion forever and ever. Amen.",
159784,92723,0.70214,Doctrine and Covenants 105:14,Doctrine and Covenants,11060,5154.0,474,https://wilfordwoodruffpapers.org/documents/744f60b6-eb58-4e82-b010-0aefd0ccf8b7/page/9ba1239e-22ca-4df2-8aba-2fc8ccc7e81b,1,Zion and Kingdom and Fight the battles of his Saints,"fight the battles of Zion; for, as I said in",1885-12-31
160199,93483,0.71543,Doctrine and Covenants 115:3,Doctrine and Covenants,11073,5154.0,476,https://wilfordwoodruffpapers.org/documents/744f60b6-eb58-4e82-b010-0aefd0ccf8b7/page/5aa8e691-109f-486d-a276-29b5e3e7ff9c,1,of the Church of Jesus Christ of Latter Day Saints,"of my Church of Jesus Christ of Latter-day Saints, scattered abroad in all the world;",
160199,94362,0.78435,Doctrine and Covenants 127:12,Doctrine and Covenants,11073,5154.0,476,https://wilfordwoodruffpapers.org/documents/744f60b6-eb58-4e82-b010-0aefd0ccf8b7/page/5aa8e691-109f-486d-a276-29b5e3e7ff9c,1,of the Church of Jesus Christ of Latter Day Saints,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",
160199,94551,0.78828,Doctrine and Covenants 128:21,Doctrine and Covenants,11073,5154.0,476,https://wilfordwoodruffpapers.org/documents/744f60b6-eb58-4e82-b010-0aefd0ccf8b7/page/5aa8e691-109f-486d-a276-29b5e3e7ff9c,1,of the Church of Jesus Christ of Latter Day Saints,tribulations of this Church of Jesus Christ of Latter-day Saints!,
160830,93483,0.70778,Doctrine and Covenants 115:3,Doctrine and Covenants,11095,5154.0,457,https://wilfordwoodruffpapers.org/documents/b7fc4e39-fecc-4375-b517-7da37801381d/page/df9b5c58-56ca-4890-9b28-7499a9a7e996,1,the Church of Jesus Christ of Latter Day Saints I,"of my Church of Jesus Christ of Latter-day Saints, scattered abroad in all the world;",1885-10-03
160830,94362,0.77596,Doctrine and Covenants 127:12,Doctrine and Covenants,11095,5154.0,457,https://wilfordwoodruffpapers.org/documents/b7fc4e39-fecc-4375-b517-7da37801381d/page/df9b5c58-56ca-4890-9b28-7499a9a7e996,1,the Church of Jesus Christ of Latter Day Saints I,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1885-10-03
160830,94551,0.77913,Doctrine and Covenants 128:21,Doctrine and Covenants,11095,5154.0,457,https://wilfordwoodruffpapers.org/documents/b7fc4e39-fecc-4375-b517-7da37801381d/page/df9b5c58-56ca-4890-9b28-7499a9a7e996,1,the Church of Jesus Christ of Latter Day Saints I,tribulations of this Church of Jesus Christ of Latter-day Saints!,1885-10-03
160925,23520,0.70514,2 Kings 22:12,Old Testament,11097,5154.0,91,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/cc987dcf-1961-4910-8312-58a7ebca24d2,1,and I took my son Newton Woodruff 1863 and Son,"son of Shaphan, and Achbor the son of Michaiah, and",1881-02-01|1881-02-02|1881-02-03
160925,24320,0.71975,1 Chronicles 9:8,Old Testament,11097,5154.0,91,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/cc987dcf-1961-4910-8312-58a7ebca24d2,1,and I took my son Newton Woodruff 1863 and Son,"And Ibneiah the son of Jeroham, and Elah the son",1881-02-01|1881-02-02|1881-02-03
160925,41264,0.70514,Jeremiah 42:1,Old Testament,11097,5154.0,91,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/cc987dcf-1961-4910-8312-58a7ebca24d2,1,and I took my son Newton Woodruff 1863 and Son,"son of Kareah, and Jezaniah the son of Hoshaiah, and",1881-02-01|1881-02-02|1881-02-03
161208,85785,0.92168,Moroni 4:3,Book of Mormon,11107,5154.0,143,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/efb52a8a-a773-4054-b54f-a22271116f7d,1,say 'O God the Eternal Father we ask thee in,"O God, the Eternal Father, we ask thee in the",1881-10-03|1881-10-04|1881-10-05|1881-10-06
161208,85795,0.92168,Moroni 5:2,Book of Mormon,11107,5154.0,143,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/efb52a8a-a773-4054-b54f-a22271116f7d,1,say 'O God the Eternal Father we ask thee in,"O God, the Eternal Father, we ask thee, in the",1881-10-03|1881-10-04|1881-10-05|1881-10-06
161208,87346,0.92168,Doctrine and Covenants 20:77,Doctrine and Covenants,11107,5154.0,143,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/efb52a8a-a773-4054-b54f-a22271116f7d,1,say 'O God the Eternal Father we ask thee in,"O God, the Eternal Father, we ask thee in the",1881-10-03|1881-10-04|1881-10-05|1881-10-06
161208,87356,0.92168,Doctrine and Covenants 20:79,Doctrine and Covenants,11107,5154.0,143,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/efb52a8a-a773-4054-b54f-a22271116f7d,1,say 'O God the Eternal Father we ask thee in,"O God, the Eternal Father, we ask thee in the",1881-10-03|1881-10-04|1881-10-05|1881-10-06
161209,84262,0.71412,Mormon 9:29,Book of Mormon,11107,5154.0,143,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/efb52a8a-a773-4054-b54f-a22271116f7d,1,"the name of thy Son Jesus Christ, to give unto","in the name of Jesus Christ, the Son of the",1881-10-03|1881-10-04|1881-10-05|1881-10-06
161541,62030,0.73055,1 John 5:13,New Testament,11120,5154.0,163,https://wilfordwoodruffpapers.org/documents/59cfb605-7854-4d66-8402-449faf2882c8/page/a5112d8d-4e48-43ae-a8c0-091d169082d1,1,of the order of the Son of God. O ye,the name of the Son of God; that ye may,
161563,90352,0.72101,Doctrine and Covenants 76:50,Doctrine and Covenants,11120,5154.0,163,https://wilfordwoodruffpapers.org/documents/59cfb605-7854-4d66-8402-449faf2882c8/page/a5112d8d-4e48-43ae-a8c0-091d169082d1,1,his testimony of the gospel of Christ His Testimony is,this is the testimony of the gospel of Christ concerning,
161635,25946,0.71225,2 Chronicles 9:12,Old Testament,11123,5154.0,438,https://wilfordwoodruffpapers.org/documents/d193556e-716f-4f41-a0a9-6122a3fec4bd/page/b6193fd0-46fd-4aa1-8e7b-5dc3b36ddc5a,1,Queen of Sheba and King of Tyre and from all,And king Solomon gave to the queen of Sheba all,1885-06-10|1885-06-11
161653,65173,0.71152,1 Nephi 22:2,Book of Mormon,11125,5154.0,164,https://wilfordwoodruffpapers.org/documents/59cfb605-7854-4d66-8402-449faf2882c8/page/d0b3e1a9-cb40-4c66-8e66-6aa3ffff501a,1,the voice of the spirit of God unto us. I,unto the prophet by the voice of the Spirit; for,
161675,61902,0.74185,1 John 2:16,New Testament,11126,5155.0,221,https://wilfordwoodruffpapers.org/documents/1a8f3be4-c88d-441b-b443-a42f7026e1e0/page/4fbafe84-6c3b-4540-b5c2-793572a2b2d3,1,"the lust for the things of the world were there,","For all that is in the world, the lust of",1889-04-19|1889-04-20
161714,91299,0.75597,Doctrine and Covenants 88:85,Doctrine and Covenants,11127,5154.0,146,https://wilfordwoodruffpapers.org/documents/1ecc8e47-4990-47b5-a2f4-8b2e73400684/page/27ab7540-dcb0-4a61-9b4b-dab3a47793aa,1,"and salvation to this Generation, his garments are clean from",their garments are not clean from the blood of this generation.,1881-10-06
162058,70544,0.70057,Mosiah 18:13,Book of Mormon,11139,5154.0,110,https://wilfordwoodruffpapers.org/documents/7deb0c44-2ee9-456c-b8de-2a2544fb8a5d/page/f6e86037-0642-429e-ab5e-58b3df721eec,1,"you up unto Eternal life, and confirm upon you all","upon you; and may he grant unto you eternal life,",1881-04-28
162082,82212,0.77993,3 Nephi 16:1,Book of Mormon,11140,5154.0,95,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/47d6d8b4-e1ec-4bc0-84ff-2707d46237c4,1,say unto you that you have been ordained of God,"And verily, verily, I say unto you that I have",
162082,88895,0.76545,Doctrine and Covenants 50:17,Doctrine and Covenants,11140,5154.0,95,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/47d6d8b4-e1ec-4bc0-84ff-2707d46237c4,1,say unto you that you have been ordained of God,"Verily I say unto you, he that is ordained of",
162082,93922,0.75854,Doctrine and Covenants 124:33,Doctrine and Covenants,11140,5154.0,95,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/47d6d8b4-e1ec-4bc0-84ff-2707d46237c4,1,say unto you that you have been ordained of God,"For verily I say unto you, that after you have",
162084,94063,0.84264,Doctrine and Covenants 124:75,Doctrine and Covenants,11140,5154.0,95,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/47d6d8b4-e1ec-4bc0-84ff-2707d46237c4,1,and to lift up your voice long and loud and,"And let him lift up his voice long and loud,",
162379,5559,0.71981,Exodus 38:22,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Bezaleel the son of Uri, the son of Hur,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,9738,0.7199,Numbers 27:1,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Gilead, the son of Machir, the son",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,19739,0.71981,2 Samuel 23:20,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Benaiah the son of Jehoiada, the son of a",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,22789,0.70453,2 Kings 12:21,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"For Jozachar the son of Shimeath, and Jehozabad the son",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,23520,0.7182,2 Kings 22:12,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"son of Shaphan, and Achbor the son of Michaiah, and",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,23783,0.71981,2 Kings 25:23,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Nethaniah, and Johanan the son of Careah,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24019,0.71981,1 Chronicles 4:37,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Ziza the son of Shiphi, the son of Allon,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24020,0.71179,1 Chronicles 4:37,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Jedaiah, the son of Shimri, the son of Shemaiah;",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24055,0.7199,1 Chronicles 5:14,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Jaroah, the son of Gilead, the son",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24125,0.71179,1 Chronicles 6:34,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"The son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24126,0.71179,1 Chronicles 6:35,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"The son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24137,0.71179,1 Chronicles 6:45,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"The son of Hashabiah, the son of Amaziah, the son of Hilkiah,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24138,0.71179,1 Chronicles 6:46,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"The son of Amzi, the son of Bani, the son of Shamer,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24320,0.72228,1 Chronicles 9:8,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Ibneiah the son of Jeroham, and Elah the son",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24321,0.70674,1 Chronicles 9:8,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24325,0.71981,1 Chronicles 9:11,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Azariah the son of Hilkiah, the son of Meshullam,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24327,0.71981,1 Chronicles 9:12,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"And Adaiah the son of Jeroham, the son of Pashur,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24328,0.71981,1 Chronicles 9:12,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Malchijah, and Maasiai the son of Adiel,",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
162379,24329,0.71179,1 Chronicles 9:12,Old Testament,11151,5154.0,96,https://wilfordwoodruffpapers.org/documents/a3508942-f3ab-4e3e-927e-20172b98f34e/page/c63b85d7-4bad-4c99-b5c7-b7dd089977f6,1,my Grand son the son of Henry Azmon Woodruff and,"the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;",1881-02-20|1881-02-21|1881-02-22|1881-02-23|1881-02-24
